rootid,store,name,categories,description,is_active,is_anchor,display_mode,include_in_menu,part_finders,category_products
3,default,Brother,Brother,Brother,1,1,PRODUCTS,0,brother,1030
3,default,"Brother AX","Brother/Brother AX","Brother AX",1,1,PRODUCTS,0,"brother ax",1030
3,default,"Brother CE","Brother/Brother CE","Brother CE",1,1,PRODUCTS,0,"brother ce",1030
3,default,"Brother Compactronic","Brother/Brother Compactronic","Brother Compactronic",1,1,PRODUCTS,0,"brother compactronic",1030
3,default,"Brother Correctronic","Brother/Brother Correctronic","Brother Correctronic",1,1,PRODUCTS,0,"brother correctronic",1030
3,default,"Brother DCP","Brother/Brother DCP","Brother DCP",1,1,PRODUCTS,0,"brother dcp","BU320CL,DR321CL,DR321CLRT,TN321BK,TN321BKRT,TN321C,TN321CRT,TN321M,TN321MRT,TN321Y,TN321YRT,TN326BK,TN326BKRT,TN326C,TN326CRT,TN326M,TN326MRT,TN326Y,TN326YRT,TN329BK,TN329BKRT,TN329C,TN329CRT,TN329M,TN329MRT,TN329Y,TN329YRT,WT320CL"
3,default,"Brother DP 300","Brother/Brother DP 300","Brother DP 300",1,1,PRODUCTS,0,"brother dp300","13400HCRM,13619HCRM"
3,default,"Brother EM","Brother/Brother EM","Brother EM",1,1,PRODUCTS,0,"brother em",1030
3,default,"Brother Fax","Brother/Brother Fax","Brother Fax",1,1,PRODUCTS,0,"brother fax","PC70,PC71RF,PC72RF,PC74RF"
3,default,"Brother Fax T","Brother/Brother Fax T","Brother Fax T",1,1,PRODUCTS,0,"brother faxt","PC70,PC71RF,PC72RF,PC74RF"
3,default,"Brother GX","Brother/Brother GX","Brother GX",1,1,PRODUCTS,0,"brother gx",1030
3,default,"Brother HL","Brother/Brother HL","Brother HL",1,1,PRODUCTS,0,"brother hl","003R93518,003R97029,1538A003AART,92298ART,92298XRT,TN9000RT"
3,default,"Brother HL-L","Brother/Brother HL-L","Brother HL-L",1,1,PRODUCTS,0,"brother hl-l","DR421CL,TN910BK,TN910C,TN910M,TN910Y"
3,default,"Brother HL-P","Brother/Brother HL-P","Brother HL-P",1,1,PRODUCTS,0,"brother hl-p","DR6000,DR6000RT,TN6300,TN6300RT,TN6600,TN6600RT"
3,default,"Brother Intellifax","Brother/Brother Intellifax","Brother Intellifax",1,1,PRODUCTS,0,"brother intellifax","PC301,PC302RF,PC304RF"
3,default,"Brother LW","Brother/Brother LW","Brother LW",1,1,PRODUCTS,0,"brother lw","13400HCRM,13619HCRM"
3,default,"Brother M","Brother/Brother M","Brother M",1,1,PRODUCTS,0,"brother m","LC01BT,LC01CT,LC01MT,LC01YT"
3,default,"Brother MFC","Brother/Brother MFC","Brother MFC",1,1,PRODUCTS,0,"brother mfc","DR421CL,TN910BK,TN910C,TN910M,TN910Y"
3,default,"Brother MFC-J","Brother/Brother MFC-J","Brother MFC-J",1,1,PRODUCTS,0,"brother mfc-j","LC121BK,LC121C,LC121M,LC121VALBP,LC121Y"
3,default,"Brother MFC-P","Brother/Brother MFC-P","Brother MFC-P",1,1,PRODUCTS,0,"brother mfc-p","DR300RT,TN300,TN300RT"
3,default,"Brother Other","Brother/Brother Other","Brother Other",1,1,PRODUCTS,0,"brother other",1030
3,default,"Brother P","Brother/Brother P","Brother P",1,1,PRODUCTS,0,"brother p","13400HCRM,13619HCRM"
3,default,"Brother P-Touch","Brother/Brother P-Touch","Brother P-Touch",1,1,PRODUCTS,0,"brother p-touch","HG131V5,HG151V5,HG251,HG631V5,HG651V5,HGE131V5,HGE151V5,HGE231V5,HGE251V5,HGE261V5,HGE631V5,HGE651V5,HGEM931V5,HGEM951V5,HGM951V5,TZ-221,TZ131,TZ231,TZ241,TZE111,TZe121,TZE131,TZE132,TZE133,TZE135,TZE141,TZE145,TZE151,TZE161,TZE211,TZE221,TZE222,TZE223,TZE231,TZE231S2,TZE232,TZE233,TZE241,TZE242,TZE243,TZE251,TZE252,TZE253,TZE261,TZE262,TZE263,TZE315,TZE31M3,TZE325,TZE32M3,TZE334,TZE335,TZE344,TZE345,TZE354,TZE355,TZE365,TZE421,TZE431,TZE435,TZE441,TZE451,TZE461,TZE521,TZE531,TZE535,TZE541,TZE551,TZE555,TZE561,TZE611,TZE621,TZE631,TZE641,TZE651,TZE661,TZE721,TZE731,TZE741,TZE751,TZEB31,TZEB51,TZEC31,TZEC51,TZECL3,TZEFA3,TZEFX211,TZEFX221,TZEFX231,TZEFX241,TZEFX251,TZEFX261,TZEFX611,TZEFX621,TZEFX631,TZEFX641,TZEFX651,TZEM931,TZEM951,TZEM961,TZEMQG35,TZEMQL35,TZEMQP35,TZEN201,TZEN221,TZEN231,TZEN241,TZeN251,TZES121,TZES131,TZES141,TZES151,TZES211,TZES221,TZES231,TZES241,TZES251,TZES261,TZES621,TZES631,TZES641,TZES651,TZESE4,TZFX121,TZN231"
3,default,"Brother PPF","Brother/Brother PPF","Brother PPF",1,1,PRODUCTS,0,"brother ppf","PC301,PC302RF,PC304RF"
3,default,"Brother Professional","Brother/Brother Professional","Brother Professional",1,1,PRODUCTS,0,"brother professional",7020
3,default,"Brother Studentwriter","Brother/Brother Studentwriter","Brother Studentwriter",1,1,PRODUCTS,0,"brother studentwriter",1030
3,default,"Brother SX","Brother/Brother SX","Brother SX",1,1,PRODUCTS,0,"brother sx",1030
3,default,"Brother Whisperwriter","Brother/Brother Whisperwriter","Brother Whisperwriter",1,1,PRODUCTS,0,"brother whisperwriter",BC02RM
3,default,"Brother WP","Brother/Brother WP","Brother WP",1,1,PRODUCTS,0,"brother wp",1030
3,default,"Brother ZX","Brother/Brother ZX","Brother ZX",1,1,PRODUCTS,0,"brother zx",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-10",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-10c",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-10oeko",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-100",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-110",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-12",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-12m",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-120",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-130",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-140",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-145",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-15",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-18",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-20",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-210",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-22",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-220",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-230",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-24",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-240",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-245",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-25",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-250",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-26",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-28",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-30",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-300",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-310",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-320",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-325",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-33",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-330",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-340",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-35",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-350",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-370",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-40",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-400",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-410",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-420",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-425",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-430",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-440",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-45",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-450",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-475",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-500",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-525",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-550",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-600",1030
3,default,"Brother AX ","Brother/Brother AX/Brother AX ","Brother AX ",1,1,PRODUCTS,0,"brother axax-625",1030
3,default,"Brother CE ","Brother/Brother CE/Brother CE ","Brother CE ",1,1,PRODUCTS,0,"brother cece340",1030
3,default,"Brother CE ","Brother/Brother CE/Brother CE ","Brother CE ",1,1,PRODUCTS,0,"brother cece360",1030
3,default,"Brother CE ","Brother/Brother CE/Brother CE ","Brother CE ",1,1,PRODUCTS,0,"brother cece380",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic300",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic300m",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic310",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic320",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic340",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic35",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic350",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic360",1030
3,default,"Brother Compactronic ","Brother/Brother Compactronic/Brother Compactronic ","Brother Compactronic ",1,1,PRODUCTS,0,"brother compactroniccompactronic380",1030
3,default,"Brother Correctronic ","Brother/Brother Correctronic/Brother Correctronic ","Brother Correctronic ",1,1,PRODUCTS,0,"brother correctroniccorrectronic145",1030
3,default,"Brother Correctronic ","Brother/Brother Correctronic/Brother Correctronic ","Brother Correctronic ",1,1,PRODUCTS,0,"brother correctroniccorrectronic320",1030
3,default,"Brother Correctronic ","Brother/Brother Correctronic/Brother Correctronic ","Brother Correctronic ",1,1,PRODUCTS,0,"brother correctroniccorrectronic340",1030
3,default,"Brother Correctronic ","Brother/Brother Correctronic/Brother Correctronic ","Brother Correctronic ",1,1,PRODUCTS,0,"brother correctroniccorrectronic360",1030
3,default,"Brother Correctronic ","Brother/Brother Correctronic/Brother Correctronic ","Brother Correctronic ",1,1,PRODUCTS,0,"brother correctroniccorrectronic380",1030
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1000","003R99709,DR8000,DR8000RT,TN8000,TN8000RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-105c","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-110","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-110c","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-115c","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-116c","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-117c","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-120c","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1200","DR6000,DR6000RT,TN6300,TN6300RT,TN6600,TN6600RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-130c","LC1000BK,LC1000BK-PR8,LC1000BKBP2,LC1000BT,LC1000C,LC1000CT,LC1000M,LC1000MT,LC1000RBWBP,LC1000VALBP,LC1000VALBPRF,LC1000Y,LC1000YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-135c","LC970BK,LC970BKT,LC970C,LC970CT,LC970M,LC970MT,LC970VALBP,LC970Y,LC970YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1400","DR6000,DR6000RT,TN6300,TN6300RT,TN6600,TN6600RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-145c","LC980BK,LC980BK-4PK,LC980BKBPRF,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-150c","LC970BK,LC970BKT,LC970C,LC970CT,LC970M,LC970MT,LC970VALBP,LC970Y,LC970YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1510","DR1050,DR1050RT,TN-1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1512","DR1050,DR1050RT,TN-1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1512a","DR1050,DR1050RT,TN-1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-153c","LC970BK,LC970BKT,LC970C,LC970CT,LC970M,LC970MT,LC970VALBP,LC970Y,LC970YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-157c","LC970BK,LC970BKT,LC970C,LC970CT,LC970M,LC970MT,LC970VALBP,LC970Y,LC970YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-160","LC980BK,LC980BK-4PK,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1600series","DR1050RT,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1601","DR1050,DR1050RT,TN-1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1610w","DR1050,DR1050RT,TN-1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1610we","DR1050,DR1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1612w","DR1050,DR1050RT,TN-1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-1616nw","DR1050,DR1050RT,TN-1050RT,TN1050,TN1050RT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-163c","LC980BK,LC980BK-4PK,LC980BKBPRF,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-165c","LC980BK,LC980BK-4PK,LC980BKBPRF,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-167c","LC980BK,LC980BK-4PK,LC980BKBPRF,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-185c","LC1100BK,LC1100BKBP2,LC1100BKBPRF,LC1100BKT,LC1100BKT-PR8,LC1100C,LC1100CT,LC1100M,LC1100MT,LC1100VALBP,LC1100VALBPRF,LC1100Y,LC1100YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-190","LC980BK,LC980BK-4PK,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-195c","LC980BK,LC980BK-4PK,LC980BKBPRF,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-197c","LC980BK,LC980BK-4PK,LC980BKBPRF,LC980BKT,LC980C,LC980CT,LC980M,LC980MT,LC980VALBP,LC980VALBPRF,LC980Y,LC980YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-310","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-310c","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-310cn","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-315cn","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-330","LC1000BK,LC1000BK-PR8,LC1000BKBP2,LC1000BT,LC1000C,LC1000CT,LC1000M,LC1000MT,LC1000RBWBP,LC1000VALBP,LC1000VALBPRF,LC1000Y,LC1000YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-330c","LC1000BK,LC1000BK-PR8,LC1000BKBP2,LC1000BT,LC1000C,LC1000CT,LC1000M,LC1000MT,LC1000RBWBP,LC1000VALBP,LC1000VALBPRF,LC1000Y,LC1000YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-330cn","LC1000BK,LC1000BK-PR8,LC1000BKBP2,LC1000BT,LC1000C,LC1000CT,LC1000M,LC1000MT,LC1000RBWBP,LC1000VALBP,LC1000VALBPRF,LC1000Y,LC1000YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-337cw","LC1000BK,LC1000BKBP2,LC1000BT,LC1000C,LC1000CT,LC1000M,LC1000MT,LC1000VALBPRF,LC1000Y,LC1000YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-340","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-340cw","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-340dcw","LC41LC47LC900BKT-PR4,LC41LC47LC900BT,LC41LC47LC900CT,LC41LC47LC900MT,LC41LC47LC900YT,LC900BK,LC900BKBP2,LC900C,LC900M,LC900VALBP,LC900Y"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-350","LC1000BK,LC1000BK-PR8,LC1000BKBP2,LC1000BT,LC1000C,LC1000CT,LC1000M,LC1000MT,LC1000RBWBP,LC1000VALBP,LC1000VALBPRF,LC1000Y,LC1000YT"
3,default,"Brother DCP ","Brother/Brother DCP/Brother DCP ","Brother DCP ",1,1,PRODUCTS,0,"brother dcpdcp-350c","LC1000BK,LC1000BK-PR8,LC1000BKBP2,LC1000BT,LC1000C,LC1000CT,LC1000M,LC1000MT,LC1000RBWBP,LC1000VALBP,LC1000VALBPRF,LC1000Y,LC1000YT"
