rootid,store,name,categories,description,is_active,is_anchor,display_mode,include_in_menu,part_finders,category_products
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3220","7622A002,7622A002AA,7623A002,7624A002,7626A002,7627A002,7628A002,7629A002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3220n","7622A002,7622A002AA,7623A002,7624A002,7626A002,7627A002,7628A002,7629A002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3300","0452B002AA,0453B002AA,0454B002AA,0455B002AA,0456B002BA,0457B002BA,0458B002BA,0459B002BA,FM2-5533-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3300series","0452B002AART,0453B002AART,0454B002AART,0455B002AART"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3380","0452B002,0452B002AA,0452B002AART,0453B002,0453B002AA,0453B002AART,0454B002,0454B002AA,0454B002AART,0455B002,0455B002AA,0455B002AART,0456B002BA,0457B002BA,0458B002BA,0459B002BA,FM2-5533-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3380i","0452B002,0452B002AA,0452B002AART,0453B002,0453B002AA,0453B002AART,0454B002,0454B002AA,0454B002AART,0455B002,0455B002AA,0455B002AART,0456B002BA,0457B002BA,0458B002BA,0459B002BA,FM2-5533-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3500","0452B002AA,0453B002AA,0454B002AA,0455B002AA,0456B002BA,0457B002BA,0458B002BA,0459B002BA,FM2-5533-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3500series","0452B002AART,0453B002AART,0454B002AART,0455B002AART"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3580","0452B002,0452B002AA,0452B002AART,0453B002,0453B002AA,0453B002AART,0454B002,0454B002AA,0454B002AART,0455B002,0455B002AA,0455B002AART,0456B002BA,0457B002BA,0458B002BA,0459B002BA,FM2-5533-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3580i","0452B002,0452B002AA,0452B002AART,0453B002,0453B002AA,0453B002AART,0454B002,0454B002AA,0454B002AART,0455B002,0455B002AA,0455B002AART,0456B002BA,0457B002BA,0458B002BA,0459B002BA,FM2-5533-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3580ne","0452B002,0452B002AA,0452B002AART,0453B002,0453B002AA,0453B002AART,0454B002,0454B002AA,0454B002AART,0455B002,0455B002AA,0455B002AART,0456B002BA,0457B002BA,0458B002BA,0459B002BA,FM2-5533-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc3580series","0452B002AART,0453B002AART,0454B002AART,0455B002AART"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc4000","0250A002,0259B002,0260B002AA,0261B002,0262B002AA,6707A001,FM2-5383-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc4080","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc4080i","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc4500","0250A002,0259B002,0260B002AA,0261B002,0262B002AA,6707A001,FM2-5383-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc4580","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc4580i","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5000","2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5058","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5068","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5100","0250A002,0259B002,0260B002AA,0261B002,0262B002AA,6707A001,FM2-5383-000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5180","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5180i","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5185","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5185i","0250A002,0258B002,0259B002,0260B002,0260B002AA,0261B002,0262B002,0262B002AA,6707A001,FM2-5383-000,FM25383000"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5800","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5800n","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5870i","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc5870u","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc624","1511A003,1512A003,1513A003,1514A003,1515A003"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc6800","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc6800n","2448B002,2449B002,2450B002"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc7200","6942B002,6944B002AA,6946B002,6948B002AA"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc7260","6942B002,6944B002,6944B002AA,6946B002,6948B002,6948B002AA"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc7260i","6942B002,6944B002,6944B002AA,6946B002,6948B002,6948B002AA"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc7270","6942B002,6944B002,6944B002AA,6946B002,6948B002,6948B002AA"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc7270i","6942B002,6944B002,6944B002AA,6946B002,6948B002,6948B002AA"
3,default,"Canon Imagerunner C ","Canon/Canon Imagerunner C/Canon Imagerunner C ","Canon Imagerunner C ",1,1,PRODUCTS,0,"canon imagerunnercimagerunnerc7280i","6942B002,6944B002,6944B002AA,6946B002,6948B002,6948B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1018","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1018j","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1019","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1020","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1020j","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1022","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1022a","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1022f","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1022i","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1022if","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1023","0386B002,0386B002AART,0388B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1023if","0386B002,0386B002AART,0388B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1023n","0386B002,0386B002AART,0388B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1024a","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1024f","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1024i","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1024if","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1025","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1025if","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1025n","0386B002,0386B002AA,0386B002AART,0388B002,0388B002AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1133",3480B006
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1133a",3480B006
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1133if",3480B006
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1210","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1230","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1270f","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1300","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1310","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1330","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1370f","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1510","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1530","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1570f","7814A002,7814A002AA,7815A003AB"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1600","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1600f","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1600fl","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1600l","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1600series",6836A002AART
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1610","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1610f","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1610fl","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1610series",6836A002AART
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1630","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1670f","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1700",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1730",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1730i",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1730if",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1740",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1740i",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1740if",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1750",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1750i",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir1750if",2787B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2000","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2010","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2010f","6836A002,6836A002AART,6837A003,6837A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2016","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2016i","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2016j","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2018","0384B002AA,0384B006,0384B006AA,2101B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2018i","0384B002AA,0384B006,0384B006AA,2101B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2020","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2020i","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2022","0384B006,2101B002,6908B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2022i","0384B006,2101B002,6908B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2025","0384B002AA,0384B006,0384B006AA,2101B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2025i","0384B002AA,0384B006,0384B006AA,2101B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2030","0384B002AA,0384B006,0384B006AA,2101B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2030i","0384B002AA,0384B006,0384B006AA,2101B002"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir210",1388A002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir210e",1388A002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir210n",1388A002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir210s",1388A002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2200","6647A002,6647A002AART,6648A003,6648A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2200i","6647A002,6647A002AART,6648A003,6648A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2220i","6647A002,6647A002AART,6648A003,6648A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2220n","6647A002,6647A002AART,6648A003,6648A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2230","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2270","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2270i","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2300","0384B002AA,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2318","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2318l","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2320","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2400","0384B002AA,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2420","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2422","0384B002AA,0384B006,0384B006AA,0385B002BA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2520",2785B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2520i",2785B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2525",2785B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2525i",2785B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2530",2785B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2530i",2785B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2535",2786B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2535i",2786B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2545",2786B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2545i",2786B002
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2570c","8640A002,8641A002,8642A002,8643A002,8644A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2570ci","8640A002,8641A002,8642A002,8643A002,8644A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2800","6647A002,6647A002AART,6648A003,6648A003AA"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2830","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2870","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2870f","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2870i","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir2870ne","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir3025","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir3025n","9629A002,9629A002AART,9630A003"
3,default,"Canon IR ","Canon/Canon IR/Canon IR ","Canon IR ",1,1,PRODUCTS,0,"canon irir3030","9629A002,9629A002AART,9630A003"
